id,id_parte_legado,tipo_parte,tipo_polo,id_pessoa,id_processo
78,79,ATIVO,A,1,59720
79,80,ATIVO,A,1,34547
80,81,ATIVO,A,1,45703
81,82,ATIVO,A,1,45147
82,83,ATIVO,A,1,44870
83,84,ATIVO,A,1,34106
84,85,ATIVO,A,1,67479
85,86,ATIVO,A,1,71043
86,87,ATIVO,A,1,72746
87,88,ATIVO,A,1,72751
88,89,ATIVO,A,1,72803
89,90,ATIVO,A,1,73706
90,91,ATIVO,A,1,73713
91,92,ATIVO,A,1,73716
92,93,ATIVO,A,1,73720
93,94,ATIVO,A,1,73725
94,95,ATIVO,A,1,66187
95,96,ATIVO,A,1,64874
96,97,ATIVO,A,1,70044
97,98,ATIVO,A,1,75572
98,99,ATIVO,A,1,75690
99,100,ATIVO,A,1,73767
100,101,ATIVO,A,1,74768
101,102,ATIVO,A,1,74889
102,103,ATIVO,A,1,63745
103,104,ATIVO,A,1,69314
104,105,ATIVO,A,1,64876
105,106,ATIVO,A,1,69127
106,107,ATIVO,A,1,69385
107,108,ATIVO,A,1,70531
108,109,ATIVO,A,1,72218
109,110,ATIVO,A,1,74849
110,111,ATIVO,A,1,74854
111,112,ATIVO,A,1,74859
112,113,ATIVO,A,1,74591
113,114,ATIVO,A,1,74592
114,115,ATIVO,A,1,74595
115,116,ATIVO,A,1,74596
116,117,ATIVO,A,1,74604
117,118,ATIVO,A,1,74606
118,119,ATIVO,A,1,74607
119,120,ATIVO,A,1,74608
120,121,ATIVO,A,1,74609
121,122,ATIVO,A,1,74612
122,123,ATIVO,A,1,74613
123,124,ATIVO,A,1,74614
124,125,ATIVO,A,1,74616
125,126,ATIVO,A,1,74617
126,127,ATIVO,A,1,74618
127,128,ATIVO,A,1,74619
128,129,ATIVO,A,1,74620
129,130,ATIVO,A,1,74622
130,131,ATIVO,A,1,74623
131,132,ATIVO,A,1,74628
132,133,ATIVO,A,1,74629
133,134,ATIVO,A,1,67674
134,135,ATIVO,A,1,68549
135,136,ATIVO,A,1,69991
136,137,ATIVO,A,1,71813
137,138,ATIVO,A,1,75100
138,139,ATIVO,A,1,75568
139,140,ATIVO,A,1,75569
140,141,ATIVO,A,1,75570
141,142,ATIVO,A,1,75571
142,143,ATIVO,A,1,74070
143,144,ATIVO,A,1,74087
144,145,ATIVO,A,1,74093
145,146,ATIVO,A,1,70911
146,147,ATIVO,A,1,74631
147,148,ATIVO,A,1,74632
148,149,ATIVO,A,1,74635
149,150,ATIVO,A,1,74638
150,151,ATIVO,A,1,74639
151,152,ATIVO,A,1,74641
152,153,ATIVO,A,1,74659
153,154,ATIVO,A,1,75096
154,155,ATIVO,A,1,75104
155,156,ATIVO,A,1,66342
156,157,ATIVO,A,1,69778
157,158,ATIVO,A,1,72269
158,159,ATIVO,A,1,72859
159,160,ATIVO,A,1,74111
160,161,ATIVO,A,1,74115
161,162,ATIVO,A,1,67026
162,163,ATIVO,A,1,71529
163,164,ATIVO,A,1,72429
164,165,ATIVO,A,1,72488
165,166,ATIVO,A,1,73737
166,167,ATIVO,A,1,73738
167,168,ATIVO,A,1,73739
168,169,ATIVO,A,1,73740
169,170,ATIVO,A,1,73741
170,171,ATIVO,A,1,73744
171,172,ATIVO,A,1,73749
172,173,ATIVO,A,1,73756
173,174,ATIVO,A,1,73757
174,175,ATIVO,A,1,73758
175,176,ATIVO,A,1,73763
176,177,ATIVO,A,1,71929
177,178,ATIVO,A,1,71933
178,179,ATIVO,A,1,71936
179,180,ATIVO,A,1,71688
180,181,ATIVO,A,1,72944
181,182,ATIVO,A,1,74892
182,183,ATIVO,A,1,74930
183,184,ATIVO,A,1,71192
184,185,ATIVO,A,1,72668
185,186,ATIVO,A,1,74193
186,187,ATIVO,A,1,74875
187,188,ATIVO,A,1,74876
188,189,ATIVO,A,1,67368
189,190,ATIVO,A,1,67623
190,191,ATIVO,A,1,72239
191,192,ATIVO,A,1,72274
192,193,ATIVO,A,1,72275
193,194,ATIVO,A,1,72277
194,195,ATIVO,A,1,72303
195,196,ATIVO,A,1,72306
196,197,ATIVO,A,1,72307
197,198,ATIVO,A,1,69071
198,199,ATIVO,A,1,71118
199,200,ATIVO,A,1,71992
200,201,ATIVO,A,1,72858
201,202,ATIVO,A,1,75362
202,203,ATIVO,A,1,66573
203,204,ATIVO,A,1,66580
204,205,ATIVO,A,1,66581
205,206,ATIVO,A,1,70328
206,207,ATIVO,A,1,72090
207,208,ATIVO,A,1,75579
208,209,ATIVO,A,1,72916
209,210,ATIVO,A,1,74311
210,211,ATIVO,A,1,75080
211,212,ATIVO,A,1,75081
212,213,ATIVO,A,1,75086
213,214,ATIVO,A,1,75604
214,215,ATIVO,A,1,75634
215,216,ATIVO,A,1,75290
216,217,ATIVO,A,1,75291
217,218,ATIVO,A,1,69671
218,219,ATIVO,A,1,75376
219,220,ATIVO,A,1,75378
220,221,ATIVO,A,1,75385
221,222,ATIVO,A,1,72051
222,223,ATIVO,A,1,72054
223,224,ATIVO,A,1,72055
224,225,ATIVO,A,1,76465
225,226,ATIVO,A,1,76547
226,227,ATIVO,A,1,71901
227,228,ATIVO,A,1,71902
228,229,ATIVO,A,1,71903
229,230,ATIVO,A,1,71904
230,231,ATIVO,A,1,71909
231,232,ATIVO,A,1,71994
232,233,ATIVO,A,1,71997
233,234,ATIVO,A,1,71999
234,235,ATIVO,A,1,72000
235,236,ATIVO,A,1,72001
236,237,ATIVO,A,1,72002
237,238,ATIVO,A,1,72043
238,239,ATIVO,A,1,72044
239,240,ATIVO,A,1,75551
240,241,ATIVO,A,1,75552
241,242,ATIVO,A,1,75643
242,243,ATIVO,A,1,75668
243,244,ATIVO,A,1,75674
244,245,ATIVO,A,1,75675
245,246,ATIVO,A,1,75678
246,247,ATIVO,A,1,72091
247,248,ATIVO,A,1,72092
248,249,ATIVO,A,1,72093
249,250,ATIVO,A,1,72094
250,251,ATIVO,A,1,72690
251,252,ATIVO,A,1,74317
252,253,ATIVO,A,1,74318
253,254,ATIVO,A,1,74319
254,255,ATIVO,A,1,74320
255,256,ATIVO,A,1,74321
256,257,ATIVO,A,1,74322
257,258,ATIVO,A,1,74523
258,259,ATIVO,A,1,74524
259,260,ATIVO,A,1,74525
260,261,ATIVO,A,1,74526
261,262,ATIVO,A,1,74527
262,263,ATIVO,A,1,74528
263,264,ATIVO,A,1,74529
264,265,ATIVO,A,1,74530
265,266,ATIVO,A,1,74531
266,267,ATIVO,A,1,74532
267,268,ATIVO,A,1,74533
268,269,ATIVO,A,1,74534
269,270,ATIVO,A,1,76075
270,271,ATIVO,A,1,75401
271,272,ATIVO,A,1,77307
272,273,ATIVO,A,1,77321
273,274,ATIVO,A,1,68155
274,275,ATIVO,A,1,76788
275,276,ATIVO,A,1,70137
276,277,ATIVO,A,1,71866
277,278,ATIVO,A,1,71872
278,279,ATIVO,A,1,71873
279,280,ATIVO,A,1,71875
280,281,ATIVO,A,1,72316
281,282,ATIVO,A,1,72320
282,283,ATIVO,A,1,71885
283,284,ATIVO,A,1,71886
284,285,ATIVO,A,1,71898
285,286,ATIVO,A,1,71899
286,287,ATIVO,A,1,71915
287,288,ATIVO,A,1,71920
288,289,ATIVO,A,1,71921
289,290,ATIVO,A,1,76200
290,291,ATIVO,A,1,73770
291,292,ATIVO,A,1,73771
292,293,ATIVO,A,1,73772
293,294,ATIVO,A,1,73777
294,295,ATIVO,A,1,73778
295,296,ATIVO,A,1,73782
296,297,ATIVO,A,1,73783
297,298,ATIVO,A,1,76264
298,299,ATIVO,A,1,77370
299,300,ATIVO,A,1,77373
300,301,ATIVO,A,1,77376
301,302,ATIVO,A,1,73790
302,303,ATIVO,A,1,73791
303,304,ATIVO,A,1,73794
304,305,ATIVO,A,1,73795
305,306,ATIVO,A,1,73797
306,307,ATIVO,A,1,73798
307,308,ATIVO,A,1,73799
308,309,ATIVO,A,1,73801
309,310,ATIVO,A,1,73802
310,311,ATIVO,A,1,73803
311,312,ATIVO,A,1,73804
312,313,ATIVO,A,1,73805
313,314,ATIVO,A,1,73806
314,315,ATIVO,A,1,73807
315,316,ATIVO,A,1,73808
316,317,ATIVO,A,1,73809
317,318,ATIVO,A,1,73810
318,319,ATIVO,A,1,73814
319,320,ATIVO,A,1,73819
320,321,ATIVO,A,1,73822
321,322,ATIVO,A,1,74581
322,323,ATIVO,A,1,75307
323,324,ATIVO,A,1,75308
324,325,ATIVO,A,1,75309
325,326,ATIVO,A,1,76746
326,327,ATIVO,A,1,77126
327,328,ATIVO,A,1,65267
328,329,ATIVO,A,1,72271
329,330,ATIVO,A,1,74535
330,331,ATIVO,A,1,74536
331,332,ATIVO,A,1,74537
332,333,ATIVO,A,1,74538
333,334,ATIVO,A,1,74539
334,335,ATIVO,A,1,74540
335,336,ATIVO,A,1,74541
336,337,ATIVO,A,1,74542
337,338,ATIVO,A,1,74543
338,339,ATIVO,A,1,74544
339,340,ATIVO,A,1,74545
340,341,ATIVO,A,1,74546
341,342,ATIVO,A,1,74547
342,343,ATIVO,A,1,74548
343,344,ATIVO,A,1,74549
344,345,ATIVO,A,1,74550
345,346,ATIVO,A,1,72394
346,347,ATIVO,A,1,75312
347,348,ATIVO,A,1,75315
348,349,ATIVO,A,1,75322
349,350,ATIVO,A,1,64868
350,351,ATIVO,A,1,77203
351,352,ATIVO,A,1,72533
352,353,ATIVO,A,1,74551
353,354,ATIVO,A,1,74552
354,355,ATIVO,A,1,74553
355,356,ATIVO,A,1,74554
356,357,ATIVO,A,1,74555
357,358,ATIVO,A,1,74556
358,359,ATIVO,A,1,74557
359,360,ATIVO,A,1,74558
360,361,ATIVO,A,1,74559
361,362,ATIVO,A,1,74560
362,363,ATIVO,A,1,74561
363,364,ATIVO,A,1,74562
364,365,ATIVO,A,1,74563
365,366,ATIVO,A,1,74564
366,367,ATIVO,A,1,74565
367,368,ATIVO,A,1,74566
368,369,ATIVO,A,1,74567
369,370,ATIVO,A,1,74573
370,371,ATIVO,A,1,74578
371,372,ATIVO,A,1,75324
372,373,ATIVO,A,1,75332
373,374,ATIVO,A,1,75333
374,375,ATIVO,A,1,75334
375,376,ATIVO,A,1,75335
376,377,ATIVO,A,1,75336
377,378,ATIVO,A,1,76691
378,379,ATIVO,A,1,76955
379,380,ATIVO,A,1,77413
380,381,ATIVO,A,1,77417
381,382,ATIVO,A,1,77421
382,383,ATIVO,A,1,74773
383,384,ATIVO,A,1,74774
384,385,ATIVO,A,1,74776
385,386,ATIVO,A,1,74780
386,387,ATIVO,A,1,74784
387,388,ATIVO,A,1,74788
388,389,ATIVO,A,1,76790
389,390,ATIVO,A,1,71969
390,391,ATIVO,A,1,71970
391,392,ATIVO,A,1,71971
392,393,ATIVO,A,1,71972
393,394,ATIVO,A,1,71973
394,395,ATIVO,A,1,71974
395,396,ATIVO,A,1,71975
396,397,ATIVO,A,1,75808
397,398,ATIVO,A,1,76702
398,399,ATIVO,A,1,71230
399,400,ATIVO,A,1,72425
400,401,ATIVO,A,1,74789
401,402,ATIVO,A,1,74793
402,403,ATIVO,A,1,74794
403,404,ATIVO,A,1,77298
404,405,ATIVO,A,1,65297
405,406,ATIVO,A,1,65298
406,407,ATIVO,A,1,69094
407,408,ATIVO,A,1,65307
408,409,ATIVO,A,1,65308
409,410,ATIVO,A,1,64848
410,411,ATIVO,A,1,66760
411,412,ATIVO,A,1,71824
412,413,ATIVO,A,1,71825
413,414,ATIVO,A,1,71829
414,415,ATIVO,A,1,71844
415,416,ATIVO,A,1,67074
416,417,ATIVO,A,1,71655
417,418,ATIVO,A,1,72447
418,419,ATIVO,A,1,72449
419,420,ATIVO,A,1,72452
420,421,ATIVO,A,1,72453
421,422,ATIVO,A,1,69510
422,423,ATIVO,A,1,71629
423,424,ATIVO,A,1,71632
424,425,ATIVO,A,1,72149
425,426,ATIVO,A,1,72454
426,427,ATIVO,A,1,72460
427,428,ATIVO,A,1,72462
428,429,ATIVO,A,1,70107
429,430,ATIVO,A,1,65384
430,431,ATIVO,A,1,65387
431,432,ATIVO,A,1,65389
432,433,ATIVO,A,1,65416
433,434,ATIVO,A,1,66041
434,435,ATIVO,A,1,65425
435,436,ATIVO,A,1,65439
436,437,ATIVO,A,1,65463
437,438,ATIVO,A,1,65467
438,439,ATIVO,A,1,65699
439,440,ATIVO,A,1,70693
440,441,ATIVO,A,1,65552
441,442,ATIVO,A,1,69380
442,443,ATIVO,A,1,71830
443,444,ATIVO,A,1,71832
444,445,ATIVO,A,1,71838
445,446,ATIVO,A,1,71840
446,447,ATIVO,A,1,71849
447,448,ATIVO,A,1,71850
448,449,ATIVO,A,1,71851
449,450,ATIVO,A,1,71852
450,451,ATIVO,A,1,71853
451,452,ATIVO,A,1,71854
452,453,ATIVO,A,1,65716
453,454,ATIVO,A,1,64903
454,455,ATIVO,A,1,64908
455,456,ATIVO,A,1,64914
456,457,ATIVO,A,1,64923
457,458,ATIVO,A,1,66416
458,459,ATIVO,A,1,63358
459,460,ATIVO,A,1,72262
460,461,ATIVO,A,1,66055
461,462,ATIVO,A,1,66714
462,463,ATIVO,A,1,72301
463,464,ATIVO,A,1,72347
464,465,ATIVO,A,1,72348
465,466,ATIVO,A,1,72734
466,467,ATIVO,A,1,72732
467,468,ATIVO,A,1,72738
468,469,ATIVO,A,1,72796
469,470,ATIVO,A,1,72897
470,471,ATIVO,A,1,72901
471,472,ATIVO,A,1,73184
472,473,ATIVO,A,1,73185
473,474,ATIVO,A,1,73187
474,475,ATIVO,A,1,73189
475,476,ATIVO,A,1,73190
476,477,ATIVO,A,1,73191
477,478,ATIVO,A,1,73192
478,479,ATIVO,A,1,73194
479,480,ATIVO,A,1,64996
480,481,ATIVO,A,1,71126
481,482,ATIVO,A,1,71366
482,483,ATIVO,A,1,63695
483,484,ATIVO,A,1,72705
484,485,ATIVO,A,1,72742
485,486,ATIVO,A,1,72763
486,487,ATIVO,A,1,72765
487,488,ATIVO,A,1,72767
488,489,ATIVO,A,1,72795
489,490,ATIVO,A,1,72866
490,491,ATIVO,A,1,72891
491,492,ATIVO,A,1,71576
492,493,ATIVO,A,1,71946
493,494,ATIVO,A,1,71947
494,495,ATIVO,A,1,71948
495,496,ATIVO,A,1,67486
496,497,ATIVO,A,1,76219
497,498,ATIVO,A,1,76284
498,499,ATIVO,A,1,74176
499,500,ATIVO,A,1,74431
500,501,ATIVO,A,1,74443
501,502,ATIVO,A,1,64887
502,503,ATIVO,A,1,64888
503,504,ATIVO,A,1,64889
504,505,ATIVO,A,1,64893
505,506,ATIVO,A,1,64899
506,507,ATIVO,A,1,64937
507,508,ATIVO,A,1,64981
508,509,ATIVO,A,1,67812
509,510,ATIVO,A,1,72030
510,511,ATIVO,A,1,72031
511,512,ATIVO,A,1,72033
512,513,ATIVO,A,1,72036
513,514,ATIVO,A,1,72037
514,515,ATIVO,A,1,73680
515,516,ATIVO,A,1,74393
516,517,ATIVO,A,1,74455
517,518,ATIVO,A,1,74456
518,519,ATIVO,A,1,74457
519,520,ADVOGADO,A,2,81
520,521,ADVOGADO,A,2,82
521,522,ADVOGADO,A,2,281
522,523,ADVOGADO,A,2,282
523,524,ADVOGADO,A,2,283
524,525,ADVOGADO,A,2,321
525,526,ADVOGADO,A,2,401
526,527,ADVOGADO,A,2,402
527,528,ADVOGADO,A,2,261
528,529,ADVOGADO,A,2,421
529,530,ADVOGADO,A,2,61
530,531,ADVOGADO,A,2,121
531,532,ADVOGADO,A,2,122
532,533,ADVOGADO,A,2,141
533,534,ADVOGADO,A,2,301
534,535,ADVOGADO,A,2,922
535,536,ADVOGADO,A,2,923
536,537,ADVOGADO,A,2,924
537,538,ADVOGADO,A,2,925
538,539,ADVOGADO,A,2,926
539,540,ADVOGADO,A,2,927
540,541,ADVOGADO,A,2,928
541,542,ADVOGADO,A,2,929
542,543,ADVOGADO,A,2,930
543,544,ADVOGADO,A,2,931
544,545,ADVOGADO,A,2,932
545,546,ADVOGADO,A,2,933
546,547,ADVOGADO,A,2,934
547,548,ADVOGADO,A,2,1001
548,549,ADVOGADO,A,2,1002
549,550,ADVOGADO,A,2,101
550,551,ADVOGADO,A,2,161
551,552,ADVOGADO,A,2,162
552,553,ADVOGADO,A,2,381
553,554,ADVOGADO,A,2,382
554,555,ADVOGADO,A,2,383
555,556,ADVOGADO,A,2,921
556,557,ADVOGADO,A,2,1021
557,558,ADVOGADO,A,2,1022
558,559,ADVOGADO,A,2,1023
559,560,ADVOGADO,A,2,1024
560,561,ADVOGADO,A,2,1025
561,562,ADVOGADO,A,2,361
562,563,ADVOGADO,A,2,501
563,564,ADVOGADO,A,2,1003
564,565,ADVOGADO,A,2,1005
565,566,ADVOGADO,A,2,9978
566,567,ADVOGADO,A,2,11510
567,568,ADVOGADO,A,2,11054
568,569,ADVOGADO,A,2,18894
569,570,ADVOGADO,A,2,16468
570,571,ADVOGADO,A,2,14075
571,572,ADVOGADO,A,2,18338
572,573,ADVOGADO,A,2,13239
573,574,ADVOGADO,A,2,22756
574,575,ADVOGADO,A,2,14110
575,576,ADVOGADO,A,2,14426
576,577,ADVOGADO,A,2,17131
577,578,ADVOGADO,A,2,17893
578,579,ADVOGADO,A,2,14721
579,580,ADVOGADO,A,2,18022
580,581,ADVOGADO,A,2,22505
581,582,ADVOGADO,A,2,15594
582,583,ADVOGADO,A,2,21198
583,584,ADVOGADO,A,2,21725
584,585,ADVOGADO,A,2,16572
585,586,ADVOGADO,A,2,12369
586,587,ADVOGADO,A,2,17242
587,588,ADVOGADO,A,2,19302
588,589,ADVOGADO,A,2,25648
589,590,ADVOGADO,A,2,35207
590,591,ADVOGADO,A,2,1004
591,592,ADVOGADO,A,2,43557
592,593,ADVOGADO,A,2,45121
593,594,ADVOGADO,A,2,45619
594,595,ADVOGADO,A,2,42496
595,596,ADVOGADO,A,2,44831
596,597,ADVOGADO,A,2,59720
597,598,ADVOGADO,A,2,34547
598,599,ADVOGADO,A,2,45703
599,600,ADVOGADO,A,2,45147
600,601,ADVOGADO,A,2,44870
601,602,ADVOGADO,A,2,34106
602,603,ADVOGADO,A,2,67479
603,604,ADVOGADO,A,2,71043
604,605,ADVOGADO,A,2,72746
605,606,ADVOGADO,A,2,72751
606,607,ADVOGADO,A,2,72803
607,608,ADVOGADO,A,2,73706
608,609,ADVOGADO,A,2,73713
609,610,ADVOGADO,A,2,73716
610,611,ADVOGADO,A,2,73720
611,612,ADVOGADO,A,2,73725
612,613,ADVOGADO,A,2,66187
613,614,ADVOGADO,A,2,64874
614,615,ADVOGADO,A,2,70044
615,616,ADVOGADO,A,2,75572
616,617,ADVOGADO,A,2,75690
617,618,ADVOGADO,A,2,73767
618,619,ADVOGADO,A,2,74768
619,620,ADVOGADO,A,2,74889
620,621,ADVOGADO,A,2,63745
621,622,ADVOGADO,A,2,69314
622,623,ADVOGADO,A,2,64876
623,624,ADVOGADO,A,2,69127
624,625,ADVOGADO,A,2,69385
625,626,ADVOGADO,A,2,70531
626,627,ADVOGADO,A,2,72218
627,628,ADVOGADO,A,2,74849
628,629,ADVOGADO,A,2,74854
629,630,ADVOGADO,A,2,74859
630,631,ADVOGADO,A,2,74591
631,632,ADVOGADO,A,2,74592
632,633,ADVOGADO,A,2,74595
633,634,ADVOGADO,A,2,74596
634,635,ADVOGADO,A,2,74604
635,636,ADVOGADO,A,2,74606
636,637,ADVOGADO,A,2,74607
637,638,ADVOGADO,A,2,74608
638,639,ADVOGADO,A,2,74609
639,640,ADVOGADO,A,2,74612
640,641,ADVOGADO,A,2,74613
641,642,ADVOGADO,A,2,74614
642,643,ADVOGADO,A,2,74616
643,644,ADVOGADO,A,2,74617
644,645,ADVOGADO,A,2,74618
645,646,ADVOGADO,A,2,74619
646,647,ADVOGADO,A,2,74620
647,648,ADVOGADO,A,2,74622
648,649,ADVOGADO,A,2,74623
649,650,ADVOGADO,A,2,74628
650,651,ADVOGADO,A,2,74629
651,652,ADVOGADO,A,2,67674
652,653,ADVOGADO,A,2,68549
653,654,ADVOGADO,A,2,69991
654,655,ADVOGADO,A,2,71813
655,656,ADVOGADO,A,2,75100
656,657,ADVOGADO,A,2,75568
657,658,ADVOGADO,A,2,75569
658,659,ADVOGADO,A,2,75570
659,660,ADVOGADO,A,2,75571
660,661,ADVOGADO,A,2,74070
661,662,ADVOGADO,A,2,74087
662,663,ADVOGADO,A,2,74093
663,664,ADVOGADO,A,2,70911
664,665,ADVOGADO,A,2,74631
665,666,ADVOGADO,A,2,74632
666,667,ADVOGADO,A,2,74635
667,668,ADVOGADO,A,2,74638
668,669,ADVOGADO,A,2,74639
669,670,ADVOGADO,A,2,74641
670,671,ADVOGADO,A,2,74659
671,672,ADVOGADO,A,2,75096
672,673,ADVOGADO,A,2,75104
673,674,ADVOGADO,A,2,66342
674,675,ADVOGADO,A,2,69778
675,676,ADVOGADO,A,2,72269
676,677,ADVOGADO,A,2,72859
677,678,ADVOGADO,A,2,74111
678,679,ADVOGADO,A,2,74115
679,680,ADVOGADO,A,2,67026
680,681,ADVOGADO,A,2,71529
681,682,ADVOGADO,A,2,72429
682,683,ADVOGADO,A,2,72488
683,684,ADVOGADO,A,2,73737
684,685,ADVOGADO,A,2,73738
685,686,ADVOGADO,A,2,73739
686,687,ADVOGADO,A,2,73740
687,688,ADVOGADO,A,2,73741
688,689,ADVOGADO,A,2,73744
689,690,ADVOGADO,A,2,73749
690,691,ADVOGADO,A,2,73756
691,692,ADVOGADO,A,2,73757
692,693,ADVOGADO,A,2,73758
693,694,ADVOGADO,A,2,73763
694,695,ADVOGADO,A,2,71929
695,696,ADVOGADO,A,2,71933
696,697,ADVOGADO,A,2,71936
697,698,ADVOGADO,A,2,71688
698,699,ADVOGADO,A,2,72944
699,700,ADVOGADO,A,2,74892
700,701,ADVOGADO,A,2,74930
701,702,ADVOGADO,A,2,71192
702,703,ADVOGADO,A,2,72668
703,704,ADVOGADO,A,2,74193
704,705,ADVOGADO,A,2,74875
705,706,ADVOGADO,A,2,74876
706,707,ADVOGADO,A,2,67368
707,708,ADVOGADO,A,2,67623
708,709,ADVOGADO,A,2,72239
709,710,ADVOGADO,A,2,72274
710,711,ADVOGADO,A,2,72275
711,712,ADVOGADO,A,2,72277
712,713,ADVOGADO,A,2,72303
713,714,ADVOGADO,A,2,72306
714,715,ADVOGADO,A,2,72307
715,716,ADVOGADO,A,2,69071
716,717,ADVOGADO,A,2,71118
717,718,ADVOGADO,A,2,71992
718,719,ADVOGADO,A,2,72858
719,720,ADVOGADO,A,2,75362
720,721,ADVOGADO,A,2,66573
721,722,ADVOGADO,A,2,66580
722,723,ADVOGADO,A,2,66581
723,724,ADVOGADO,A,2,70328
724,725,ADVOGADO,A,2,72090
725,726,ADVOGADO,A,2,75579
726,727,ADVOGADO,A,2,72916
727,728,ADVOGADO,A,2,74311
728,729,ADVOGADO,A,2,75080
729,730,ADVOGADO,A,2,75081
730,731,ADVOGADO,A,2,75086
731,732,ADVOGADO,A,2,75604
732,733,ADVOGADO,A,2,75634
733,734,ADVOGADO,A,2,75290
734,735,ADVOGADO,A,2,75291
735,736,ADVOGADO,A,2,69671
736,737,ADVOGADO,A,2,75376
737,738,ADVOGADO,A,2,75378
738,739,ADVOGADO,A,2,75385
739,740,ADVOGADO,A,2,72051
740,741,ADVOGADO,A,2,72054
741,742,ADVOGADO,A,2,72055
742,743,ADVOGADO,A,2,76465
743,744,ADVOGADO,A,2,76547
744,745,ADVOGADO,A,2,71901
745,746,ADVOGADO,A,2,71902
746,747,ADVOGADO,A,2,71903
747,748,ADVOGADO,A,2,71904
748,749,ADVOGADO,A,2,71909
749,750,ADVOGADO,A,2,71994
750,751,ADVOGADO,A,2,71997
751,752,ADVOGADO,A,2,71999
752,753,ADVOGADO,A,2,72000
753,754,ADVOGADO,A,2,72001
754,755,ADVOGADO,A,2,72002
755,756,ADVOGADO,A,2,72043
756,757,ADVOGADO,A,2,72044
757,758,ADVOGADO,A,2,75551
758,759,ADVOGADO,A,2,75552
759,760,ADVOGADO,A,2,75643
760,761,ADVOGADO,A,2,75668
761,762,ADVOGADO,A,2,75674
762,763,ADVOGADO,A,2,75675
763,764,ADVOGADO,A,2,75678
764,765,ADVOGADO,A,2,72091
765,766,ADVOGADO,A,2,72092
766,767,ADVOGADO,A,2,72093
767,768,ADVOGADO,A,2,72094
768,769,ADVOGADO,A,2,72690
769,770,ADVOGADO,A,2,74317
770,771,ADVOGADO,A,2,74318
771,772,ADVOGADO,A,2,74319
772,773,ADVOGADO,A,2,74320
773,774,ADVOGADO,A,2,74321
774,775,ADVOGADO,A,2,74322
775,776,ADVOGADO,A,2,74523
776,777,ADVOGADO,A,2,74524
777,778,ADVOGADO,A,2,74525
778,779,ADVOGADO,A,2,74526
779,780,ADVOGADO,A,2,74527
780,781,ADVOGADO,A,2,74528
781,782,ADVOGADO,A,2,74529
782,783,ADVOGADO,A,2,74530
783,784,ADVOGADO,A,2,74531
784,785,ADVOGADO,A,2,74532
785,786,ADVOGADO,A,2,74533
786,787,ADVOGADO,A,2,74534
787,788,ADVOGADO,A,2,76075
788,789,ADVOGADO,A,2,75401
789,790,ADVOGADO,A,2,77307
790,791,ADVOGADO,A,2,77321
791,792,ADVOGADO,A,2,68155
